Plant_genus,Pollinator_genus,Total_interactions,Botanical_garden,Week,Sample
Trifolium,Lasioglossum,6,Halle,24,8
Trifolium,Megachile,5,Halle,24,8
Trifolium,Osmia,3,Halle,24,8
Trifolium,Xylocopa,1,Halle,24,8
Aconitum,Anthophora,33,Halle,24,9
Aconitum,Anthrenus,1,Halle,24,9
Aconitum,Apis,81,Halle,24,9
Aconitum,Bombus,97,Halle,24,9
Aconitum,Colletes,5,Halle,24,9
Aconitum,Episyrphus,1,Halle,24,9
Aconitum,Eupeodes,2,Halle,24,9
Aconitum,Halictus,3,Halle,24,9
Aconitum,Lasioglossum,2,Halle,24,9
Aconitum,Megachile,3,Halle,24,9
Aconitum,Osmia,1,Halle,24,9
Aconitum,Xylocopa,1,Halle,24,9
Asparagus,Anthophora,60,Halle,24,9
Asparagus,Apis,114,Halle,24,9
Asparagus,Bombus,140,Halle,24,9
Asparagus,Colletes,2,Halle,24,9
Asparagus,Episyrphus,1,Halle,24,9
Asparagus,Eupeodes,1,Halle,24,9
Asparagus,Halictus,7,Halle,24,9
Asparagus,Hoplitis,1,Halle,24,9
Asparagus,Lasioglossum,3,Halle,24,9
Asparagus,Megachile,5,Halle,24,9
Asparagus,Osmia,1,Halle,24,9
Asparagus,Xylocopa,1,Halle,24,9
Astragalus,Anthophora,11,Halle,24,9
Astragalus,Apis,17,Halle,24,9
Astragalus,Bombus,13,Halle,24,9
Astragalus,Lasioglossum,1,Halle,24,9
Astragalus,Megachile,2,Halle,24,9
Astragalus,Osmia,1,Halle,24,9
Astragalus,Xylocopa,1,Halle,24,9
Centranthus,Anthophora,50,Halle,24,9
Centranthus,Apis,117,Halle,24,9
Centranthus,Bombus,139,Halle,24,9
Centranthus,Colletes,4,Halle,24,9
Centranthus,Episyrphus,3,Halle,24,9
Centranthus,Eupeodes,1,Halle,24,9
Centranthus,Halictus,6,Halle,24,9
Centranthus,Lasioglossum,5,Halle,24,9
Centranthus,Megachile,3,Halle,24,9
Centranthus,Osmia,5,Halle,24,9
Centranthus,Xylocopa,1,Halle,24,9
Cistus,Anthophora,16,Halle,24,9
Cistus,Apis,42,Halle,24,9
Cistus,Bombus,59,Halle,24,9
Cistus,Episyrphus,3,Halle,24,9
Cistus,Lasioglossum,1,Halle,24,9
Cistus,Oedemera,1,Halle,24,9
Cistus,Osmia,2,Halle,24,9
Cistus,Xylocopa,1,Halle,24,9
Gratiola,Anthophora,6,Halle,24,9
Gratiola,Apis,9,Halle,24,9
Gratiola,Bombus,10,Halle,24,9
Helianthemum,Anthophora,15,Halle,24,9
Helianthemum,Apis,32,Halle,24,9
Helianthemum,Bombus,42,Halle,24,9
Helianthemum,Halictus,1,Halle,24,9
Helianthemum,Hoplitis,1,Halle,24,9
Hypericum,Anthophora,9,Halle,24,9
Hypericum,Apis,17,Halle,24,9
Hypericum,Bombus,33,Halle,24,9
Hypericum,Halictus,2,Halle,24,9
Hypericum,Megachile,1,Halle,24,9
Hypericum,Osmia,1,Halle,24,9
Hypericum,Xylocopa,1,Halle,24,9
Hypochaeris,Apis,10,Halle,24,9
Hypochaeris,Bombus,14,Halle,24,9
Hypochaeris,Halictus,1,Halle,24,9
Hypochaeris,Lasioglossum,1,Halle,24,9
Leucanthemum,Anthophora,19,Halle,24,9
Leucanthemum,Apis,45,Halle,24,9
Leucanthemum,Bombus,51,Halle,24,9
Leucanthemum,Episyrphus,1,Halle,24,9
Leucanthemum,Eupeodes,1,Halle,24,9
Leucanthemum,Halictus,3,Halle,24,9
Leucanthemum,Lasioglossum,2,Halle,24,9
Leucanthemum,Megachile,3,Halle,24,9
Leucanthemum,Osmia,2,Halle,24,9
Leucanthemum,Xylocopa,1,Halle,24,9
Oenothera,Anthophora,1,Halle,24,9
Oenothera,Bombus,2,Halle,24,9
Oenothera,Megachile,2,Halle,24,9
Phacelia,Anthophora,32,Halle,24,9
Phacelia,Anthrenus,1,Halle,24,9
Phacelia,Apis,63,Halle,24,9
Phacelia,Bombus,91,Halle,24,9
Phacelia,Episyrphus,2,Halle,24,9
Phacelia,Halictus,2,Halle,24,9
Phacelia,Lasioglossum,3,Halle,24,9
Phacelia,Megachile,2,Halle,24,9
Phacelia,Osmia,4,Halle,24,9
Phacelia,Xylocopa,2,Halle,24,9
Prunella,Anthophora,22,Halle,24,9
Prunella,Anthrenus,1,Halle,24,9
Prunella,Apis,39,Halle,24,9
Prunella,Bombus,54,Halle,24,9
Prunella,Halictus,1,Halle,24,9
Prunella,Megachile,2,Halle,24,9
Salvia,Anthophora,6,Halle,24,9
Salvia,Apis,10,Halle,24,9
Salvia,Bombus,9,Halle,24,9
Salvia,Colletes,1,Halle,24,9
Salvia,Megachile,1,Halle,24,9
Solanum,Anthophora,1,Halle,24,9
Solanum,Apis,2,Halle,24,9
Solanum,Bombus,4,Halle,24,9
Trifolium,Anthophora,54,Halle,24,9
Trifolium,Apis,102,Halle,24,9
Trifolium,Bombus,127,Halle,24,9
Trifolium,Colletes,1,Halle,24,9
Trifolium,Episyrphus,3,Halle,24,9
Trifolium,Eupeodes,2,Halle,24,9
Trifolium,Halictus,7,Halle,24,9
Trifolium,Hoplitis,1,Halle,24,9
Trifolium,Lasioglossum,6,Halle,24,9
Trifolium,Megachile,5,Halle,24,9
Trifolium,Osmia,3,Halle,24,9
Trifolium,Xylocopa,1,Halle,24,9
Aconitum,Anthophora,33,Halle,24,10
Aconitum,Anthrenus,1,Halle,24,10
Aconitum,Apis,81,Halle,24,10
Aconitum,Bombus,97,Halle,24,10
Aconitum,Colletes,5,Halle,24,10
Aconitum,Episyrphus,1,Halle,24,10
Aconitum,Eupeodes,2,Halle,24,10
Aconitum,Halictus,3,Halle,24,10
Aconitum,Lasioglossum,2,Halle,24,10
Aconitum,Megachile,3,Halle,24,10
Aconitum,Osmia,1,Halle,24,10
Aconitum,Xylocopa,1,Halle,24,10
Asparagus,Anthophora,60,Halle,24,10
Asparagus,Apis,114,Halle,24,10
Asparagus,Bombus,140,Halle,24,10
Asparagus,Colletes,2,Halle,24,10
Asparagus,Episyrphus,1,Halle,24,10
Asparagus,Eupeodes,1,Halle,24,10
Asparagus,Halictus,7,Halle,24,10
Asparagus,Hoplitis,1,Halle,24,10
Asparagus,Lasioglossum,3,Halle,24,10
Asparagus,Megachile,5,Halle,24,10
Asparagus,Osmia,1,Halle,24,10
Asparagus,Xylocopa,1,Halle,24,10
Astragalus,Anthophora,11,Halle,24,10
Astragalus,Apis,17,Halle,24,10
Astragalus,Bombus,13,Halle,24,10
Astragalus,Lasioglossum,1,Halle,24,10
Astragalus,Megachile,2,Halle,24,10
Astragalus,Osmia,1,Halle,24,10
Astragalus,Xylocopa,1,Halle,24,10
Centranthus,Anthophora,50,Halle,24,10
Centranthus,Apis,117,Halle,24,10
Centranthus,Bombus,139,Halle,24,10
Centranthus,Colletes,4,Halle,24,10
Centranthus,Episyrphus,3,Halle,24,10
Centranthus,Eupeodes,1,Halle,24,10
Centranthus,Halictus,6,Halle,24,10
Centranthus,Lasioglossum,5,Halle,24,10
Centranthus,Megachile,3,Halle,24,10
Centranthus,Osmia,5,Halle,24,10
Centranthus,Xylocopa,1,Halle,24,10
Cistus,Anthophora,16,Halle,24,10
Cistus,Apis,42,Halle,24,10
Cistus,Bombus,59,Halle,24,10
Cistus,Episyrphus,3,Halle,24,10
Cistus,Lasioglossum,1,Halle,24,10
Cistus,Oedemera,1,Halle,24,10
Cistus,Osmia,2,Halle,24,10
Cistus,Xylocopa,1,Halle,24,10
Gratiola,Anthophora,6,Halle,24,10
Gratiola,Apis,9,Halle,24,10
Gratiola,Bombus,10,Halle,24,10
Helianthemum,Anthophora,15,Halle,24,10
Helianthemum,Apis,32,Halle,24,10
Helianthemum,Bombus,42,Halle,24,10
Helianthemum,Halictus,1,Halle,24,10
Helianthemum,Hoplitis,1,Halle,24,10
Hypericum,Anthophora,9,Halle,24,10
Hypericum,Apis,17,Halle,24,10
Hypericum,Bombus,33,Halle,24,10
Hypericum,Halictus,2,Halle,24,10
Hypericum,Megachile,1,Halle,24,10
Hypericum,Osmia,1,Halle,24,10
Hypericum,Xylocopa,1,Halle,24,10
Hypochaeris,Apis,10,Halle,24,10
Hypochaeris,Bombus,14,Halle,24,10
Hypochaeris,Halictus,1,Halle,24,10
Hypochaeris,Lasioglossum,1,Halle,24,10
Leucanthemum,Anthophora,19,Halle,24,10
Leucanthemum,Apis,45,Halle,24,10
Leucanthemum,Bombus,51,Halle,24,10
Leucanthemum,Episyrphus,1,Halle,24,10
Leucanthemum,Eupeodes,1,Halle,24,10
Leucanthemum,Halictus,3,Halle,24,10
Leucanthemum,Lasioglossum,2,Halle,24,10
Leucanthemum,Megachile,3,Halle,24,10
Leucanthemum,Osmia,2,Halle,24,10
Leucanthemum,Xylocopa,1,Halle,24,10
Oenothera,Anthophora,1,Halle,24,10
Oenothera,Bombus,2,Halle,24,10
Oenothera,Megachile,2,Halle,24,10
Phacelia,Anthophora,32,Halle,24,10
Phacelia,Anthrenus,1,Halle,24,10
Phacelia,Apis,63,Halle,24,10
Phacelia,Bombus,91,Halle,24,10
Phacelia,Episyrphus,2,Halle,24,10
Phacelia,Halictus,2,Halle,24,10
Phacelia,Lasioglossum,3,Halle,24,10
Phacelia,Megachile,2,Halle,24,10
Phacelia,Osmia,4,Halle,24,10
Phacelia,Xylocopa,2,Halle,24,10
Prunella,Anthophora,22,Halle,24,10
Prunella,Anthrenus,1,Halle,24,10
Prunella,Apis,39,Halle,24,10
Prunella,Bombus,54,Halle,24,10
Prunella,Halictus,1,Halle,24,10
Prunella,Megachile,2,Halle,24,10
Salvia,Anthophora,6,Halle,24,10
Salvia,Apis,10,Halle,24,10
Salvia,Bombus,9,Halle,24,10
Salvia,Colletes,1,Halle,24,10
Salvia,Megachile,1,Halle,24,10
Solanum,Anthophora,1,Halle,24,10
Solanum,Apis,2,Halle,24,10
Solanum,Bombus,4,Halle,24,10
Trifolium,Anthophora,54,Halle,24,10
Trifolium,Apis,102,Halle,24,10
Trifolium,Bombus,127,Halle,24,10
Trifolium,Colletes,1,Halle,24,10
Trifolium,Episyrphus,3,Halle,24,10
Trifolium,Eupeodes,2,Halle,24,10
Trifolium,Halictus,7,Halle,24,10
Trifolium,Hoplitis,1,Halle,24,10
Trifolium,Lasioglossum,6,Halle,24,10
Trifolium,Megachile,5,Halle,24,10
Trifolium,Osmia,3,Halle,24,10
Trifolium,Xylocopa,1,Halle,24,10
Aconitum,Andrena,5,Halle,25,1
Aconitum,Anthidium,1,Halle,25,1
Aconitum,Anthophora,15,Halle,25,1
Aconitum,Apis,21,Halle,25,1
Aconitum,Bombus,3,Halle,25,1
Aconitum,Episyrphus,1,Halle,25,1
Aconitum,Lasioglossum,3,Halle,25,1
Aconitum,Megachile,8,Halle,25,1
Aconitum,Xylocopa,1,Halle,25,1
Allium,Andrena,12,Halle,25,1
Allium,Anthidium,13,Halle,25,1
Allium,Anthophora,84,Halle,25,1
Allium,Apis,104,Halle,25,1
Allium,Bombus,9,Halle,25,1
Allium,Colletes,1,Halle,25,1
Allium,Episyrphus,1,Halle,25,1
Allium,Eupeodes,1,Halle,25,1
Allium,Lasioglossum,32,Halle,25,1
Allium,Megachile,19,Halle,25,1
Allium,Pieris,1,Halle,25,1
Allium,Sphaerophoria,1,Halle,25,1
Ballota,Andrena,15,Halle,25,1
Ballota,Anthidium,14,Halle,25,1
Ballota,Anthophora,99,Halle,25,1
Ballota,Apis,116,Halle,25,1
Ballota,Bombus,13,Halle,25,1
Ballota,Colletes,4,Halle,25,1
Ballota,Episyrphus,3,Halle,25,1
Ballota,Lasioglossum,42,Halle,25,1
Ballota,Maniola,2,Halle,25,1
Ballota,Megachile,15,Halle,25,1
Ballota,Oedemera,1,Halle,25,1
Ballota,Osmia,1,Halle,25,1
Ballota,Sphaerophoria,1,Halle,25,1
Ballota,Xylocopa,1,Halle,25,1
Betonica,Andrena,3,Halle,25,1
Betonica,Anthidium,3,Halle,25,1
Betonica,Anthophora,29,Halle,25,1
Betonica,Apis,48,Halle,25,1
Betonica,Bombus,1,Halle,25,1
Betonica,Colletes,1,Halle,25,1
Betonica,Lasioglossum,13,Halle,25,1
Betonica,Megachile,11,Halle,25,1
Betonica,Sphaerophoria,1,Halle,25,1
Betonica,Xylocopa,1,Halle,25,1
Centranthus,Ancistrocerus,1,Halle,25,1
Centranthus,Andrena,13,Halle,25,1
Centranthus,Anthidium,4,Halle,25,1
Centranthus,Anthophora,87,Halle,25,1
Centranthus,Apis,85,Halle,25,1
Centranthus,Bombus,3,Halle,25,1
Centranthus,Colletes,1,Halle,25,1
Centranthus,Eupeodes,1,Halle,25,1
Centranthus,Lasioglossum,37,Halle,25,1
Centranthus,Maniola,1,Halle,25,1
Centranthus,Megachile,23,Halle,25,1
Centranthus,Oedemera,1,Halle,25,1
Centranthus,Sphaerophoria,1,Halle,25,1
Centranthus,Xylocopa,2,Halle,25,1
Galega,Andrena,15,Halle,25,1
Galega,Anthidium,13,Halle,25,1
Galega,Anthophora,74,Halle,25,1
Galega,Apis,89,Halle,25,1
Galega,Bombus,9,Halle,25,1
Galega,Colletes,1,Halle,25,1
Galega,Episyrphus,3,Halle,25,1
Galega,Lasioglossum,39,Halle,25,1
Galega,Maniola,1,Halle,25,1
Galega,Megachile,31,Halle,25,1
Galega,Oxythyrea,1,Halle,25,1
Galega,Sphaerophoria,3,Halle,25,1
Galega,Xylocopa,1,Halle,25,1
Helianthemum,Andrena,1,Halle,25,1
Helianthemum,Anthophora,9,Halle,25,1
Helianthemum,Apis,10,Halle,25,1
Helianthemum,Lasioglossum,1,Halle,25,1
Hypericum,Andrena,1,Halle,25,1
Hypericum,Anthophora,11,Halle,25,1
Hypericum,Apis,6,Halle,25,1
Hypericum,Episyrphus,1,Halle,25,1
Hypericum,Lasioglossum,5,Halle,25,1
Knautia,Andrena,1,Halle,25,1
Knautia,Anthidium,4,Halle,25,1
Knautia,Anthophora,7,Halle,25,1
Knautia,Apis,14,Halle,25,1
Knautia,Bombus,1,Halle,25,1
Knautia,Lasioglossum,2,Halle,25,1
Knautia,Megachile,1,Halle,25,1
Knautia,Sphaerophoria,1,Halle,25,1
Lavandula,Ancistrocerus,2,Halle,25,1
Lavandula,Andrena,73,Halle,25,1
Lavandula,Anthaxia,1,Halle,25,1
Lavandula,Anthidium,47,Halle,25,1
Lavandula,Anthophora,420,Halle,25,1
Lavandula,Apis,470,Halle,25,1
Lavandula,Bombus,46,Halle,25,1
Lavandula,Colletes,7,Halle,25,1
Lavandula,Episyrphus,11,Halle,25,1
Lavandula,Eupeodes,2,Halle,25,1
Lavandula,Lasioglossum,180,Halle,25,1
Lavandula,Maniola,2,Halle,25,1
Lavandula,Megachile,106,Halle,25,1
Lavandula,Oedemera,3,Halle,25,1
Lavandula,Osmia,2,Halle,25,1
Lavandula,Oxythyrea,2,Halle,25,1
Lavandula,Pieris,1,Halle,25,1
Lavandula,Sphaerophoria,5,Halle,25,1
Lavandula,Xylocopa,4,Halle,25,1
Lotus,Anthophora,2,Halle,25,1
Lotus,Apis,6,Halle,25,1
Lotus,Bombus,1,Halle,25,1
Lotus,Lasioglossum,1,Halle,25,1
Penstemon,Andrena,8,Halle,25,1
Penstemon,Anthidium,4,Halle,25,1
Penstemon,Anthophora,25,Halle,25,1
Penstemon,Apis,14,Halle,25,1
Penstemon,Bombus,8,Halle,25,1
Penstemon,Episyrphus,1,Halle,25,1
Penstemon,Lasioglossum,15,Halle,25,1
Penstemon,Maniola,2,Halle,25,1
Penstemon,Megachile,9,Halle,25,1
Penstemon,Oedemera,1,Halle,25,1
Salvia,Andrena,2,Halle,25,1
Salvia,Anthidium,2,Halle,25,1
Salvia,Anthophora,11,Halle,25,1
Salvia,Apis,22,Halle,25,1
Salvia,Bombus,3,Halle,25,1
Salvia,Episyrphus,1,Halle,25,1
Salvia,Lasioglossum,9,Halle,25,1
Salvia,Megachile,4,Halle,25,1
Salvia,Sphaerophoria,1,Halle,25,1
Solanum,Apis,1,Halle,25,1
Solanum,Lasioglossum,1,Halle,25,1
Stachys,Andrena,2,Halle,25,1
Stachys,Anthidium,1,Halle,25,1
Stachys,Anthophora,6,Halle,25,1
Stachys,Apis,12,Halle,25,1
Stachys,Bombus,2,Halle,25,1
Stachys,Episyrphus,1,Halle,25,1
Stachys,Lasioglossum,3,Halle,25,1
Stachys,Megachile,4,Halle,25,1
Stachys,Sphaerophoria,1,Halle,25,1
Thalictrum,Andrena,4,Halle,25,1
Thalictrum,Anthidium,5,Halle,25,1
Thalictrum,Anthophora,36,Halle,25,1
Thalictrum,Apis,39,Halle,25,1
Thalictrum,Bombus,5,Halle,25,1
Thalictrum,Episyrphus,1,Halle,25,1
Thalictrum,Lasioglossum,14,Halle,25,1
Thalictrum,Megachile,9,Halle,25,1
Aconitum,Andrena,5,Halle,25,2
Aconitum,Anthidium,1,Halle,25,2
Aconitum,Anthophora,15,Halle,25,2
Aconitum,Apis,21,Halle,25,2
Aconitum,Bombus,3,Halle,25,2
Aconitum,Episyrphus,1,Halle,25,2
Aconitum,Lasioglossum,3,Halle,25,2
Aconitum,Megachile,8,Halle,25,2
Aconitum,Xylocopa,1,Halle,25,2
Allium,Andrena,12,Halle,25,2
Allium,Anthidium,13,Halle,25,2
Allium,Anthophora,84,Halle,25,2
Allium,Apis,104,Halle,25,2
Allium,Bombus,9,Halle,25,2
Allium,Colletes,1,Halle,25,2
Allium,Episyrphus,1,Halle,25,2
Allium,Eupeodes,1,Halle,25,2
Allium,Lasioglossum,32,Halle,25,2
Allium,Megachile,19,Halle,25,2
Allium,Pieris,1,Halle,25,2
Allium,Sphaerophoria,1,Halle,25,2
Ballota,Andrena,15,Halle,25,2
Ballota,Anthidium,14,Halle,25,2
Ballota,Anthophora,99,Halle,25,2
Ballota,Apis,116,Halle,25,2
Ballota,Bombus,13,Halle,25,2
Ballota,Colletes,4,Halle,25,2
Ballota,Episyrphus,3,Halle,25,2
Ballota,Lasioglossum,42,Halle,25,2
Ballota,Maniola,2,Halle,25,2
Ballota,Megachile,15,Halle,25,2
Ballota,Oedemera,1,Halle,25,2
Ballota,Osmia,1,Halle,25,2
Ballota,Sphaerophoria,1,Halle,25,2
Ballota,Xylocopa,1,Halle,25,2
Betonica,Andrena,3,Halle,25,2
Betonica,Anthidium,3,Halle,25,2
Betonica,Anthophora,29,Halle,25,2
Betonica,Apis,48,Halle,25,2
Betonica,Bombus,1,Halle,25,2
Betonica,Colletes,1,Halle,25,2
Betonica,Lasioglossum,13,Halle,25,2
Betonica,Megachile,11,Halle,25,2
Betonica,Sphaerophoria,1,Halle,25,2
Betonica,Xylocopa,1,Halle,25,2
Centranthus,Ancistrocerus,1,Halle,25,2
Centranthus,Andrena,13,Halle,25,2
Centranthus,Anthidium,4,Halle,25,2
Centranthus,Anthophora,87,Halle,25,2
Centranthus,Apis,85,Halle,25,2
Centranthus,Bombus,3,Halle,25,2
Centranthus,Colletes,1,Halle,25,2
Centranthus,Eupeodes,1,Halle,25,2
Centranthus,Lasioglossum,37,Halle,25,2
Centranthus,Maniola,1,Halle,25,2
Centranthus,Megachile,23,Halle,25,2
Centranthus,Oedemera,1,Halle,25,2
Centranthus,Sphaerophoria,1,Halle,25,2
Centranthus,Xylocopa,2,Halle,25,2
Galega,Andrena,15,Halle,25,2
Galega,Anthidium,13,Halle,25,2
Galega,Anthophora,74,Halle,25,2
Galega,Apis,89,Halle,25,2
Galega,Bombus,9,Halle,25,2
Galega,Colletes,1,Halle,25,2
Galega,Episyrphus,3,Halle,25,2
Galega,Lasioglossum,39,Halle,25,2
Galega,Maniola,1,Halle,25,2
Galega,Megachile,31,Halle,25,2
Galega,Oxythyrea,1,Halle,25,2
Galega,Sphaerophoria,3,Halle,25,2
Galega,Xylocopa,1,Halle,25,2
Helianthemum,Andrena,1,Halle,25,2
Helianthemum,Anthophora,9,Halle,25,2
Helianthemum,Apis,10,Halle,25,2
Helianthemum,Lasioglossum,1,Halle,25,2
Hypericum,Andrena,1,Halle,25,2
Hypericum,Anthophora,11,Halle,25,2
Hypericum,Apis,6,Halle,25,2
Hypericum,Episyrphus,1,Halle,25,2
Hypericum,Lasioglossum,5,Halle,25,2
Knautia,Andrena,1,Halle,25,2
Knautia,Anthidium,4,Halle,25,2
Knautia,Anthophora,7,Halle,25,2
Knautia,Apis,14,Halle,25,2
Knautia,Bombus,1,Halle,25,2
Knautia,Lasioglossum,2,Halle,25,2
Knautia,Megachile,1,Halle,25,2
Knautia,Sphaerophoria,1,Halle,25,2
Lavandula,Ancistrocerus,2,Halle,25,2
Lavandula,Andrena,73,Halle,25,2
Lavandula,Anthaxia,1,Halle,25,2
Lavandula,Anthidium,47,Halle,25,2
Lavandula,Anthophora,420,Halle,25,2
Lavandula,Apis,470,Halle,25,2
Lavandula,Bombus,46,Halle,25,2
Lavandula,Colletes,7,Halle,25,2
Lavandula,Episyrphus,11,Halle,25,2
Lavandula,Eupeodes,2,Halle,25,2
Lavandula,Lasioglossum,180,Halle,25,2
Lavandula,Maniola,2,Halle,25,2
Lavandula,Megachile,106,Halle,25,2
Lavandula,Oedemera,3,Halle,25,2
Lavandula,Osmia,2,Halle,25,2
Lavandula,Oxythyrea,2,Halle,25,2
Lavandula,Pieris,1,Halle,25,2
Lavandula,Sphaerophoria,5,Halle,25,2
Lavandula,Xylocopa,4,Halle,25,2
Lotus,Anthophora,2,Halle,25,2
Lotus,Apis,6,Halle,25,2
Lotus,Bombus,1,Halle,25,2
Lotus,Lasioglossum,1,Halle,25,2
Penstemon,Andrena,8,Halle,25,2
Penstemon,Anthidium,4,Halle,25,2
Penstemon,Anthophora,25,Halle,25,2
Penstemon,Apis,14,Halle,25,2
Penstemon,Bombus,8,Halle,25,2
Penstemon,Episyrphus,1,Halle,25,2
Penstemon,Lasioglossum,15,Halle,25,2
Penstemon,Maniola,2,Halle,25,2
Penstemon,Megachile,9,Halle,25,2
Penstemon,Oedemera,1,Halle,25,2
Salvia,Andrena,2,Halle,25,2
Salvia,Anthidium,2,Halle,25,2
Salvia,Anthophora,11,Halle,25,2
Salvia,Apis,22,Halle,25,2
Salvia,Bombus,3,Halle,25,2
Salvia,Episyrphus,1,Halle,25,2
Salvia,Lasioglossum,9,Halle,25,2
Salvia,Megachile,4,Halle,25,2
Salvia,Sphaerophoria,1,Halle,25,2
Solanum,Apis,1,Halle,25,2
Solanum,Lasioglossum,1,Halle,25,2
Stachys,Andrena,2,Halle,25,2
Stachys,Anthidium,1,Halle,25,2
Stachys,Anthophora,6,Halle,25,2
Stachys,Apis,12,Halle,25,2
Stachys,Bombus,2,Halle,25,2
Stachys,Episyrphus,1,Halle,25,2
Stachys,Lasioglossum,3,Halle,25,2
Stachys,Megachile,4,Halle,25,2
Stachys,Sphaerophoria,1,Halle,25,2
Thalictrum,Andrena,4,Halle,25,2
Thalictrum,Anthidium,5,Halle,25,2
Thalictrum,Anthophora,36,Halle,25,2
Thalictrum,Apis,39,Halle,25,2
Thalictrum,Bombus,5,Halle,25,2
Thalictrum,Episyrphus,1,Halle,25,2
Thalictrum,Lasioglossum,14,Halle,25,2
Thalictrum,Megachile,9,Halle,25,2
Aconitum,Andrena,5,Halle,25,3
Aconitum,Anthidium,1,Halle,25,3
Aconitum,Anthophora,15,Halle,25,3
Aconitum,Apis,21,Halle,25,3
Aconitum,Bombus,3,Halle,25,3
Aconitum,Episyrphus,1,Halle,25,3
Aconitum,Lasioglossum,3,Halle,25,3
Aconitum,Megachile,8,Halle,25,3
Aconitum,Xylocopa,1,Halle,25,3
Allium,Andrena,12,Halle,25,3
Allium,Anthidium,13,Halle,25,3
Allium,Anthophora,84,Halle,25,3
Allium,Apis,104,Halle,25,3
Allium,Bombus,9,Halle,25,3
Allium,Colletes,1,Halle,25,3
Allium,Episyrphus,1,Halle,25,3
Allium,Eupeodes,1,Halle,25,3
Allium,Lasioglossum,32,Halle,25,3
Allium,Megachile,19,Halle,25,3
Allium,Pieris,1,Halle,25,3
Allium,Sphaerophoria,1,Halle,25,3
Ballota,Andrena,15,Halle,25,3
Ballota,Anthidium,14,Halle,25,3
Ballota,Anthophora,99,Halle,25,3
Ballota,Apis,116,Halle,25,3
Ballota,Bombus,13,Halle,25,3
Ballota,Colletes,4,Halle,25,3
Ballota,Episyrphus,3,Halle,25,3
Ballota,Lasioglossum,42,Halle,25,3
Ballota,Maniola,2,Halle,25,3
Ballota,Megachile,15,Halle,25,3
Ballota,Oedemera,1,Halle,25,3
Ballota,Osmia,1,Halle,25,3
Ballota,Sphaerophoria,1,Halle,25,3
Ballota,Xylocopa,1,Halle,25,3
Betonica,Andrena,3,Halle,25,3
Betonica,Anthidium,3,Halle,25,3
Betonica,Anthophora,29,Halle,25,3
Betonica,Apis,48,Halle,25,3
Betonica,Bombus,1,Halle,25,3
Betonica,Colletes,1,Halle,25,3
Betonica,Lasioglossum,13,Halle,25,3
Betonica,Megachile,11,Halle,25,3
Betonica,Sphaerophoria,1,Halle,25,3
Betonica,Xylocopa,1,Halle,25,3
Centranthus,Ancistrocerus,1,Halle,25,3
Centranthus,Andrena,13,Halle,25,3
Centranthus,Anthidium,4,Halle,25,3
Centranthus,Anthophora,87,Halle,25,3
Centranthus,Apis,85,Halle,25,3
Centranthus,Bombus,3,Halle,25,3
Centranthus,Colletes,1,Halle,25,3
Centranthus,Eupeodes,1,Halle,25,3
Centranthus,Lasioglossum,37,Halle,25,3
Centranthus,Maniola,1,Halle,25,3
Centranthus,Megachile,23,Halle,25,3
Centranthus,Oedemera,1,Halle,25,3
Centranthus,Sphaerophoria,1,Halle,25,3
Centranthus,Xylocopa,2,Halle,25,3
Galega,Andrena,15,Halle,25,3
Galega,Anthidium,13,Halle,25,3
Galega,Anthophora,74,Halle,25,3
Galega,Apis,89,Halle,25,3
Galega,Bombus,9,Halle,25,3
Galega,Colletes,1,Halle,25,3
Galega,Episyrphus,3,Halle,25,3
Galega,Lasioglossum,39,Halle,25,3
Galega,Maniola,1,Halle,25,3
Galega,Megachile,31,Halle,25,3
Galega,Oxythyrea,1,Halle,25,3
Galega,Sphaerophoria,3,Halle,25,3
Galega,Xylocopa,1,Halle,25,3
Helianthemum,Andrena,1,Halle,25,3
Helianthemum,Anthophora,9,Halle,25,3
Helianthemum,Apis,10,Halle,25,3
Helianthemum,Lasioglossum,1,Halle,25,3
Hypericum,Andrena,1,Halle,25,3
Hypericum,Anthophora,11,Halle,25,3
Hypericum,Apis,6,Halle,25,3
Hypericum,Episyrphus,1,Halle,25,3
Hypericum,Lasioglossum,5,Halle,25,3
Knautia,Andrena,1,Halle,25,3
Knautia,Anthidium,4,Halle,25,3
Knautia,Anthophora,7,Halle,25,3
Knautia,Apis,14,Halle,25,3
Knautia,Bombus,1,Halle,25,3
Knautia,Lasioglossum,2,Halle,25,3
Knautia,Megachile,1,Halle,25,3
Knautia,Sphaerophoria,1,Halle,25,3
Lavandula,Ancistrocerus,2,Halle,25,3
Lavandula,Andrena,73,Halle,25,3
Lavandula,Anthaxia,1,Halle,25,3
Lavandula,Anthidium,47,Halle,25,3
Lavandula,Anthophora,420,Halle,25,3
Lavandula,Apis,470,Halle,25,3
Lavandula,Bombus,46,Halle,25,3
Lavandula,Colletes,7,Halle,25,3
Lavandula,Episyrphus,11,Halle,25,3
Lavandula,Eupeodes,2,Halle,25,3
Lavandula,Lasioglossum,180,Halle,25,3
Lavandula,Maniola,2,Halle,25,3
Lavandula,Megachile,106,Halle,25,3
Lavandula,Oedemera,3,Halle,25,3
Lavandula,Osmia,2,Halle,25,3
Lavandula,Oxythyrea,2,Halle,25,3
Lavandula,Pieris,1,Halle,25,3
Lavandula,Sphaerophoria,5,Halle,25,3
Lavandula,Xylocopa,4,Halle,25,3
