Botanical_garden,Species,Number_unique_spp,Replicate,Compatibility,Reference_compatibility_level,Aut_selfing_qualitative,Selfing_fruit_number,Selfing_seed_number,Source
Halle,Tanacetum vulgare,76,23,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,24,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,25,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,26,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,27,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,28,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,29,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,30,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,31,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,32,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,33,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,34,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,35,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,36,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,37,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,38,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,39,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,40,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,41,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,42,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,43,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,44,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,45,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,46,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,47,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,48,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,49,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,50,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,51,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,52,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,53,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,54,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,55,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,56,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,57,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,58,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,59,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,60,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,61,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,62,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,63,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,64,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,65,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,66,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,67,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,68,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,69,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,70,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,71,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,72,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,73,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,74,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,75,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,76,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,77,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,78,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,79,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,80,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,81,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,82,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,83,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,84,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,85,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,86,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,87,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,88,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,89,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,90,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,91,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,92,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,93,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,94,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,95,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,96,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,97,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,98,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,99,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Tanacetum vulgare,76,100,Self_incompatible,Bot_garden,none,0,0,Bot_garden
Halle,Leucanthemum vulgare,77,1,Self_incompatible,https://doi.org/10.3732/ajb.0800087,none,0,0,Bot_garden_&_Literature
Leipzig,Scabiosa ochroleuca,78,1,Self_compatible,https://doi.org/10.1002/ece3.8501,none,0,0,Bot_garden
Leipzig,Scabiosa ochroleuca,78,2,Self_compatible,https://doi.org/10.1002/ece3.8501,none,0,0,Bot_garden
Leipzig,Scabiosa ochroleuca,78,3,Self_compatible,https://doi.org/10.1002/ece3.8501,none,0,0,Bot_garden
Leipzig,Scabiosa ochroleuca,78,4,Self_compatible,https://doi.org/10.1002/ece3.8501,none,0,0,Bot_garden
Leipzig,Scabiosa ochroleuca,78,5,Self_compatible,https://doi.org/10.1002/ece3.8501,none,0,0,Bot_garden
Leipzig,Scabiosa ochroleuca,78,6,Self_compatible,https://doi.org/10.1002/ece3.8501,none,0,0,Bot_garden
Leipzig,Scabiosa ochroleuca,78,7,Self_compatible,https://doi.org/10.1002/ece3.8501,none,0,0,Bot_garden
Leipzig,Scabiosa ochroleuca,78,8,Self_compatible,https://doi.org/10.1002/ece3.8501,none,0,0,Bot_garden
Leipzig,Scabiosa ochroleuca,78,9,Self_compatible,https://doi.org/10.1002/ece3.8501,none,0,0,Bot_garden
Leipzig,Scabiosa ochroleuca,78,10,Self_compatible,https://doi.org/10.1002/ece3.8501,none,0,0,Bot_garden
Leipzig,Scabiosa ochroleuca,78,11,Self_compatible,https://doi.org/10.1002/ece3.8501,none,0,0,Bot_garden
Leipzig,Scabiosa ochroleuca,78,12,Self_compatible,https://doi.org/10.1002/ece3.8501,none,0,0,Bot_garden
Leipzig,Scabiosa ochroleuca,78,13,Self_compatible,https://doi.org/10.1002/ece3.8501,none,0,0,Bot_garden
Leipzig,Scabiosa ochroleuca,78,14,Self_compatible,https://doi.org/10.1002/ece3.8501,none,0,0,Bot_garden
Leipzig,Scabiosa ochroleuca,78,15,Self_compatible,https://doi.org/10.1002/ece3.8501,none,0,0,Bot_garden
Leipzig,Scabiosa ochroleuca,78,16,Self_compatible,https://doi.org/10.1002/ece3.8501,none,0,0,Bot_garden
Leipzig,Scabiosa ochroleuca,78,17,Self_compatible,https://doi.org/10.1002/ece3.8501,none,0,0,Bot_garden
Leipzig,Scabiosa ochroleuca,78,18,Self_compatible,https://doi.org/10.1002/ece3.8501,none,0,0,Bot_garden
Leipzig,Scabiosa ochroleuca,78,19,Self_compatible,https://doi.org/10.1002/ece3.8501,none,0,0,Bot_garden
Leipzig,Scabiosa ochroleuca,78,20,Self_compatible,https://doi.org/10.1002/ece3.8501,none,0,0,Bot_garden
Leipzig,Scabiosa ochroleuca,78,21,Self_compatible,https://doi.org/10.1002/ece3.8501,none,0,0,Bot_garden
Leipzig,Scabiosa ochroleuca,78,25,Self_compatible,https://doi.org/10.1002/ece3.8501,none,0,0,Bot_garden
