Botanical_garden,Species,Number_unique_spp,Plant_height_mm,Info,Flower_number,Flower_inflorescence,Flower_width,Flower_length,Floral_tube_length,Floral_tube_width,Flower_colour,Symmetry,Flower_shape,Flower_orientation,Flowering_start,Flowering_end,Flower_life_start,Flower_life_end,Flower_life_span_days,Flower_life_span_days_ref,Pistil_number,Pistil_length,Style_length,Ovary_length,Stigma_length,Stamen_number,Stamen_length,Filament_length,Anther_length,Herkogamy_above,Herkogamy_length,Herkogamy_width,Ovule_number/flower,Ovule_number/floral_unit,Ovule_length,Ovule_width,Ovule_image,Ovule_ref
Leipzig,Cyclamen coum,1,100,Flower,10,1,25,17,8,3,pink,Actinomorphic,tubular,Downward,01/01/2023,29/03/2023,20/03/2023,25/03/2023,to_calculate,NA,1,7,5,1,1,5,4.5,,,stigma,1,0,11,11,0.5,0.3,https://www.dropbox.com/s/1bz0wc631yu687i/CYCO.JPG?dl=0,NA
Leipzig,Cyclamen coum,1,75,Flower,5,1,22,12,9,3,pink,Actinomorphic,tubular,Downward,01/01/2023,29/03/2023,20/03/2023,25/03/2023,to_calculate,NA,1,7,5,1,1,5,4.5,,,stigma,1,0,20,20,NA,NA,NA,NA
Leipzig,Cyclamen coum,1,100,Flower,3,1,22,14,8,3,pink,Actinomorphic,tubular,Downward,01/01/2023,29/03/2023,20/03/2023,27/03/2023,to_calculate,NA,1,7,5,1,1,5,4.5,,,stigma,1,0,17,17,NA,NA,NA,NA
Leipzig,Tussilago farfara,2,100,Capitulum,12,1,25,15,1.5,3,yellow,Actinomorphic,capitulum,Upward,15/03/2023,03/05/2023,NA,NA,10,10.1127/0006-8152/2003/0124-0273,266.2,7,4.5,1.5,0.1,5,4.5,,,,,,1,266.2,1,0.3,https://www.dropbox.com/s/gyp74cj5bpnujrg/TUFA.JPG?dl=0,10.1127/0006-8152/2003/0124-0273
Leipzig,Tussilago farfara,2,75,Capitulum,22,1,24,18,1.5,3,yellow,Actinomorphic,capitulum,Upward,15/03/2023,03/05/2023,NA,NA,NA,NA,NA,7,4.5,1.5,0.1,5,4.5,,,,,,NA,NA,NA,NA,NA,NA
Leipzig,Tussilago farfara,2,130,Capitulum,8,1,17,12,1.5,3,yellow,Actinomorphic,capitulum,Upward,15/03/2023,03/05/2023,NA,NA,NA,NA,NA,7,4.5,1.5,0.1,5,4.5,,,,,,NA,NA,NA,NA,NA,NA
Leipzig,Helleborus foetidus,3,450,Flower,45,45,13,16,6,1,green,Actinomorphic,bowl,Horizontal-Downward,06/01/2023,19/04/2023,22/03/2023,29/03/2023,to_calculate,NA,2,15,7,6.5,0.1,19,15,,,none,0,2,23,23,1.5,0.9,https://www.dropbox.com/s/40dzgt4tt042irl/HEVI.JPG?dl=0,NA
Leipzig,Helleborus foetidus,3,350,Flower,45,45,17,16,6,1,green,Actinomorphic,bowl,Horizontal-Downward,06/01/2023,19/04/2023,22/03/2023,30/03/2023,to_calculate,NA,2,15,7,6.5,0.1,37,13,,,NA,NA,NA,20,20,NA,NA,NA,NA
Leipzig,Helleborus foetidus,3,400,Flower,43,43,15,15,6,1,green,Actinomorphic,bowl,Horizontal-Downward,02/01/2023,19/04/2023,22/03/2023,02/04/2023,to_calculate,NA,2,16,7,7,0.1,30,10,,,NA,NA,NA,21,21,NA,NA,NA,NA
Leipzig,Scopolia carniolica,4,180,Flower,7,2,10,25,25,10,white,Actinomorphic,tubular,Downward,22/03/2023,24/05/2023,29/03/2023,09/04/2023,to_calculate,NA,1,16,13,2,1,5,7,,,stigma,4,1,94,94,0.3,0.2,https://www.dropbox.com/s/ouabpvqrm8x3wnu/SCCA.JPG?dl=0,NA
Leipzig,Scopolia carniolica,4,150,Flower,9,2,9,20,20,9,white,Actinomorphic,tubular,Downward,22/03/2023,24/05/2023,29/03/2023,11/04/2023,to_calculate,NA,1,16,12,3.5,0.5,5,10,,,NA,NA,NA,76,76,NA,NA,NA,NA
Leipzig,Scopolia carniolica,4,170,Flower,3,1,13,22,22,13,white,Actinomorphic,tubular,Downward,22/03/2023,24/05/2023,29/03/2023,18/04/2023,to_calculate,NA,1,16,12.5,3.5,1,5,9,,,NA,NA,NA,80,80,NA,NA,NA,NA
Leipzig,Vinca minor,5,400,Flower,200,1,20,10,10,3,purple,Actinomorphic,tubular,Upward,24/03/2023,31/05/2023,29/03/2023,09/04/23,to_calculate,NA,1,7,5.5,1,1.5,5,1.5,,,none,0,0,12,12,0.3,0.2,https://www.dropbox.com/s/fu6ee0plusz5crw/VIMI.JPG?dl=0,NA
Leipzig,Vinca minor,5,NA,Flower,NA,1,18,9,9,2.5,purple,Actinomorphic,tubular,Upward,24/03/2023,31/05/2023,29/03/2023,10/04/2023,to_calculate,NA,1,6.5,4,1,1.5,5,2.5,,,none,0,0,10,10,NA,NA,NA,NA
Leipzig,Vinca minor,5,NA,Flower,NA,1,22,10,10,3,purple,Actinomorphic,tubular,Upward,24/03/2023,31/05/2023,29/03/2023,10/04/2023,to_calculate,NA,1,6,4.5,1,1.5,5,2,,,none,0,0,12,12,NA,NA,NA,NA
Halle,Viola odorata,6,60,Flower,3,1,16,16,8,3,purple,Zygomorphic,tubular,Horizontal-Downward,16/02/2023,22/04/2023,01/04/2023,10/04/2023,to_calculate,NA,1,4,2,2,0.1,5,4,,,stigma,0.3,0,23,23,0.4,0.3,https://www.dropbox.com/s/gzddm0a8mor84i7/VIOD.JPG?dl=0,NA
Halle,Viola odorata,6,50,Flower,2,1,17,17,10,3,purple,Zygomorphic,tubular,Horizontal-Downward,16/02/2023,22/04/2023,04/06/2023,19/04/2023,to_calculate,NA,1,4,2,2,0.1,5,4,,,stigma,NA,NA,25,25,NA,NA,NA,NA
Halle,Viola odorata,6,35,Flower,2,1,15,17,9,3,purple,Zygomorphic,tubular,Horizontal-Downward,16/02/2023,22/04/2023,04/06/2023,19/04/2023,to_calculate,NA,1,4.5,3,1.5,0.1,5,4,,,stigma,NA,NA,26,26,NA,NA,NA,NA
Halle,Puschkinia scilloides,7,240,Flower,10,10,15,13,7,2,white and blue,Actinomorphic,tubular,Horizontal-Downward,10/03/2023,NA,NA,NA,to_calculate,The plant died,1,5.5,3.2,2,0.3,6,1.7,,,anther,0.4,0.6,17,17,0.6,0.5,https://www.dropbox.com/s/ornw5r4j8kc78tb/PUSC.JPG?dl=0,NA
Halle,Puschkinia scilloides,7,180,Flower,7,7,15,13,7,2,white and blue,Actinomorphic,tubular,Horizontal-Downward,10/03/2023,NA,NA,NA,to_calculate,The plant died,1,5,2.1,2.5,0.4,6,1.7,,,anther,NA,NA,16,16,NA,NA,NA,NA
Halle,Puschkinia scilloides,7,220,Flower,4,4,15,13,7,2,white and blue,Actinomorphic,tubular,Horizontal-Downward,10/03/2023,NA,NA,NA,to_calculate,The plant died,1,4.7,2.5,2,0.2,6,1.7,,,anther,NA,NA,19,19,NA,NA,NA,NA
Jena,Hepatica nobilis,8,90,Flower,3,1,33,9,0,33,lilac,Actinomorphic,bowl,Upward,22/02/2022,09/05/2023,07/04/2023,20/04/2023,to_calculate,NA,27,3,1.1,1.4,0.5,41,6.5,5.35,1.15,anther,3,0,27,27,0.8,0.5,https://www.dropbox.com/s/zj8b9jpp6rdik01/HENO.JPG?dl=0,NA
Jena,Hepatica nobilis,8,90,Flower,15,1,27,8,0,27,lilac,Actinomorphic,bowl,Upward,22/02/2022,09/05/2023,07/04/2023,20/04/2023,to_calculate,NA,23,NA,NA,NA,NA,47,6.5,NA,NA,anther,3,1,23,23,NA,NA,NA,NA
Jena,Hepatica nobilis,8,100,Flower,16,1,30,20,0,30,lilac,Actinomorphic,bowl,Upward,22/02/2022,09/05/2023,07/04/2023,20/04/2023,to_calculate,NA,18,NA,NA,NA,NA,38,6.5,NA,NA,anther,3,0,18,18,NA,NA, NA,NA
Jena,Primula denticulata,9,260,Flower,60,40,18,15,15,2,pink,Actinomorphic,tubular,Horizontal-Upward-Downward,22/02/2023,09/05/2023,05/05/2023,20/05/2023,to_calculate,NA,1,6,2.5,2,1.5,5,4,,,anther,4,0,309,309,0.2,0.15,https://www.dropbox.com/s/m7zy3ylkf3mvqnr/PRDE.JPG?dl=0,NA
Jena,Primula denticulata,9,120,Flower,50,25,20,15,12,2,pink,Actinomorphic,tubular,Horizontal-Upward-Downward,22/02/2023,09/05/2023,05/05/2023,20/05/2023,to_calculate,NA,1,6,1.8,3,1.2,5,4,,,anther,NA,NA,250,250,NA,NA,NA,NA
Jena,Primula denticulata,9,250,Flower,45,10,20,15,15,2,pink,Actinomorphic,tubular,Horizontal-Upward-Downward,22/02/2023,09/05/2023,05/05/2023,20/05/2023,to_calculate,NA,1,5,1.9,2,1.1,5,4,,,anther,NA,NA,180,180,NA,NA,NA,NA
Leipzig,Pulsatilla vulgaris,10,400,Flower,49,1,75,20,0,75,purple,Actinomorphic,dish,Horizontal-Upward,28/03/2023,24/05/2023,07/04/2023,17/04/2023,to_calculate,NA,296,14.04,13.14,0.7,0.2,328,9.21,8.09,1.12,stigma,4.01,0,296,296,0.8,0.4,https://www.dropbox.com/s/09ul01q1vxm0lp6/PUVU.JPG?dl=0,NA
Leipzig,Pulsatilla vulgaris,10,NA,Flower,NA,NA,NA,NA,NA,NA,purple,Actinomorphic,dish,Horizontal-Upward,28/03/2023,24/05/2023,08/04/2023,18/04/2023,to_calculate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leipzig,Pulsatilla vulgaris,10,NA,Flower,NA,NA,NA,NA,NA,NA,purple,Actinomorphic,dish,Horizontal-Upward,28/03/2023,24/05/2023,NA,NA,to_calculate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leipzig,Iberis sempervirens,11,400,Flower,8000,30,10,8,3,1,white,Zygomorphic,tubular,Upward,29/03/2023,03/06/2023,07/03/2023,19/04/2023,to_calculate,NA,1,2.5,0.8,1.55,0.15,4,3,,,none,0,0.5,3,3,0.3,0.3,https://www.dropbox.com/s/qjxqm9epvs0acyg/IBSE.JPG?dl=0,NA
Leipzig,Iberis sempervirens,11,NA,Flower,NA,NA,19,7,3,1,white,Zygomorphic,tubular,Upward,29/03/2023,03/06/2023,07/03/2023,19/04/2023,to_calculate,NA,1,2.5,0.8,1.55,0.15,4,3,,,none,0,0.5,3,3,NA,NA,NA,NA
Leipzig,Iberis sempervirens,11,NA,Flower,NA,NA,8,8,3,1,white,Zygomorphic,tubular,Upward,29/03/2023,03/06/2023,07/03/2023,19/04/2023,to_calculate,NA,1,2.5,0.8,1.55,0.15,4,3,,,none,0,0.5,3,3,NA,NA,NA,NA
Halle,Narcissus pseudonarcissus,12,440,Flower,1,1,95,35,35,35,yellow,Actinomorphic,tubular,Horizontal-Downward,24/03/2023,24/04/2023,24/03/2023,24/04/2023,to_calculate,NA,1,52,37,15,0.1,6,29,,,stigma,5,0,130,130,1.25,0.65,https://www.dropbox.com/s/kbipibhoj73filk/NAPS.JPG?dl=0,NA
Halle,Narcissus pseudonarcissus,12,NA,Flower,NA,NA,NA,NA,NA,NA,yellow,Actinomorphic,tubular,Horizontal-Downward,24/03/2023,24/04/2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halle,Narcissus pseudonarcissus,12,NA,Flower,NA,NA,NA,NA,NA,NA,yellow,Actinomorphic,tubular,Horizontal-Downward,24/03/2023,24/04/2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halle,Lathyrus vernus,13,380,Flower,175,8,17,11,11,3,purple,Zygomorphic,papilionaceus,Horizontal,28/04/2023,24/05/2023,31/03/2023,06/04/2023,to_calculate,NA,1,15,5,10,0.1,10,15,,,stigma,0.5,0.5,16,16,0.35,0.25,https://www.dropbox.com/s/t31yd9my2r2oehf/LAVE.JPG?dl=0,NA
Halle,Lathyrus vernus,13,240,Flower,17,5,17,11,12,3,purple,Zygomorphic,papilionaceus,Horizontal,28/04/2023,24/05/2023,NA,NA,NA,NA,1,15,4,11,0.1,10,15,,,stigma,NA,NA,12,12,NA,NA,NA,NA
Halle,Lathyrus vernus,13,260,Flower,80,6,11,12,11,3,purple,Zygomorphic,papilionaceus,Horizontal,28/04/2023,24/05/2023,NA,NA,NA,NA,1,14,3,11,0.1,10,18,,,stigma,1,1.5,14,14,NA,NA,NA,NA
Jena,Anemonoides nemorosa,14,120,Flower,1,1,27,10,0,27,white,Actinomorphic,dish,Horizontal-Upward,22/03/2023,09/05/2023,22/03/2023,09/05/2023,to_calculate,NA,35,3.6,2,1.5,0.1,31,7,,,stigma,1,1,35,35,1.3,0.6,https://www.dropbox.com/s/m0j9kh1y46h9t6g/ANNE.JPG?dl=0,NA
Jena,Anemonoides nemorosa,14,110,Flower,1,1,29,7,0,29,white,Actinomorphic,dish,Horizontal-Upward,22/03/2023,09/05/2023,22/03/2023,09/05/2023,to_calculate,NA,26,3.8,2.3,1.3,0.2,NA,NA,,,NA,NA,NA,26,26,NA,NA,NA,NA
Jena,Anemonoides nemorosa,14,100,Flower,1,1,30,10,0,30,white,Actinomorphic,dish,Horizontal-Upward,22/03/2023,09/05/2023,22/03/2023,09/05/2023,to_calculate,NA,28,3.6,1.7,1.6,0.3,NA,NA,,,NA,NA,NA,28,28,NA,NA,NA,NA
Leipzig,Primula veris,15,130,Flower,13,13,14,23,18,2.5,yellow,Actinomorphic,tubular,Horizontal-Upward-Downward,29/03/2023,22/05/2023,05/05/2023,16/05/2023,to_calculate,NA,1,11,7.2,3,0.8,4,1,,,anther,4,1.5,68,68,3,2, https://www.dropbox.com/s/imzjbice4o8fva4/PRVE.JPG?dl=0,NA
Leipzig,Primula veris,15,160,Flower,60,15,8.5,21,15.5,1.5,yellow,Actinomorphic,tubular,Horizontal-Upward-Downward,29/03/2023,22/05/2023,05/05/2023,16/05/2023,to_calculate,NA,1,13,9.5,3,0.5,4,1,,,stigma,4,1.5,50,50,NA,NA,NA,NA
Leipzig,Primula veris,15,100,Flower,25,12,13,19,15,2,yellow,Actinomorphic,tubular,Horizontal-Upward-Downward,29/03/2023,22/05/2023,05/05/2023,14/05/2023,to_calculate,NA,1,12,9,2,1,4,1,,,stigma,3,0,61,61,NA,NA,NA,NA
Leipzig,Caltha palustris,16,50,Flower,3,1,25.20,12.02,0,25.20,yellow,Actinomorphic,bowl,Upward,08/04/2023,02/06/2023,07/05/2023,14/05/2023,to_calculate,NA,10,4.5,1.5,3,0.05,119,6.5,,,anther,1,0.1,130,130,0.45,0.3,https://www.dropbox.com/s/12slgm3h17tfsh6/CAPA.JPG?dl=0,NA
Leipzig,Caltha palustris,16,20,Flower,4,1,22.9,14.9,0,22.9,yellow,Actinomorphic,bowl,Upward,08/04/2023,02/06/2023,07/05/2023,14/05/2023,to_calculate,NA,6,4.5,3.5,0.8,0.2,112,10,,,anther,2.5,1,96,96,NA,NA,NA,NA
Leipzig,Caltha palustris,16,60,Flower,8,1,30,12.21,0,30,yellow,Actinomorphic,bowl,Upward,08/04/2023,02/06/2023,07/05/2023,14/05/2023,to_calculate,NA,6,4.7,3.2,1.2,0.3,81,7.7,,,anther,2,1.5,108,108,NA,NA,NA,NA
Halle,Tulipa sylvestris,17,360,Flower,1,1,75,25,0,75,yellow,Actinomorphic,bowl,Horizontal-Upward,10/04/2023,03/05/2023,13/04/2023,22/04/2023,to_calculate,NA,1,18,15.5,11,2.5,6,20,,,none,0,9,264,264,,,https://www.dropbox.com/s/2eiiug2irx84suc/TUSY.JPG?dl=0,NA
Halle,Tulipa sylvestris,17,290,Flower,2,1,81,25,0,81,yellow,Actinomorphic,bowl,Horizontal-Upward,10/04/2023,03/05/2023,13/04/2023,24/04/2023,to_calculate,NA,1,19,16,10,3,6,25,,,none,0,8,258,258,NA,NA,NA,NA
Halle,Tulipa sylvestris,17,350,Flower,3,1,75,25,0,75,yellow,Actinomorphic,bowl,Horizontal-Upward,10/04/2023,03/05/2023,13/04/2023,24/04/2023,to_calculate,NA,1,20,17,11,2.5,6,18,,,none,0,6,269,269,NA,NA,NA,NA
Leipzig,Trillium sessile,18,350,Flower,1,1,77.54,57.2,57.2,15.10,dark red,Actinomorphic,tubular,Upward,05/04/2023,05/05/2023,05/04/2023,05/05/2023,to_calculate,NA,1,15.8,8.8,7,8.5,5,25,,,anther,11,5.25,164,164,0.55,0.3,https://www.dropbox.com/s/v88vntibl063f5k/TRSE.JPG?dl=0,NA
Leipzig,Trillium sessile,18,490,Flower,1,1,62,80,80,35,dark red,Actinomorphic,tubular,Upward,05/04/2023,05/05/2023,05/04/2023,05/05/2023,to_calculate,NA,1,20,8.5,12,8.5,6,24,,,anther,4,3,206,206,NA,NA,NA,NA
Leipzig,Trillium sessile,18,470,Flower,1,1,45,70,70,18.7,dark red,Actinomorphic,tubular,Upward,05/04/2023,05/05/2023,05/04/2023,05/05/2023,to_calculate,NA,1,20.6,9.3,12,9.3,6,27.3,,,anther,5.1,0,116,116,NA,NA,NA,NA
Halle,Oxalis acetosella,19,60,Flower,15,1,20.50,11.5,0,20.50,white,Actinomorphic,bowl,Horizontal-Upward,03/04/2023,08/05/2023,27/04/2023,02/05/2023,to_calculate,NA,1,9,5,4,0.1,10,7.43,,,stigma,0.75,0.75,10,10,0.5,0.3,https://www.dropbox.com/s/l3diwtdka499huz/OXAC.JPG?dl=0,NA
Halle,Oxalis acetosella,19,NA,Flower,NA,NA,NA,NA,NA,NA,white,Actinomorphic,bowl,Horizontal-Upward,03/04/2023,08/05/2023,27/04/2023,04/05/2023,to_calculate,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halle,Oxalis acetosella,19,NA,Flower,NA,NA,NA,NA,NA,NA,white,Actinomorphic,bowl,Horizontal-Upward,03/04/2023,08/05/2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halle,Silene viscaria,20,460,Flower,230,28,16.84,15.19,15.19,1.3,purple,Actinomorphic,tubular,Horizontal,28/03/2023,21/05/2023,27/04/2023,02/05/2023,to_calculate,NA,1,8.68,2.55,5.76,0.2,10,13.31,11.42,1.89,anther,2.76,0.25,315,315,0.1,0.1,https://www.dropbox.com/s/8pddy8mbgbdmft0/SIVI.JPG?dl=0,NA
Halle,Silene viscaria,20,420,Flower,92,20,16.53,13.3,13.3,1.5,purple,Actinomorphic,tubular,Horizontal,28/03/2023,21/05/2023,27/04/2023,02/05/2023,to_calculate,NA,1,10.48,5,5,0.5,10,9.26,7.37,1.89,stigma,1,0.4,251,251,NA,NA,NA,NA
Halle,Silene viscaria,20,400,Flower,96,32,19.27,14.85,14.85,1.5,purple,Actinomorphic,tubular,Horizontal,28/03/2023,21/05/2023,27/04/2023,02/05/2023,to_calculate,NA,1,9.68,4.52,5.82,0.5,10,11.49,9.6,1.89,none,0,2,210,210,NA,NA,NA,NA
Halle,Lamium album,21,260,Flower,50,50,4.5,15,13,2,white,Zygomorphic,papilionaceus,Horizontal,24/04/2023,09/06/2023,12/05/2023,15/05/2023,to_calculate,NA,1,20,16,2,2,4,19.7,17.93,1.77,none,0,0.3,4,4,0.5,0.3,https://www.dropbox.com/s/pvz676kzjj6kn3r/LAAL.JPG?dl=0,NA
Halle,Lamium album,21,210,Flower,100,55,8,23,16,3,white,Zygomorphic,papilionaceus,Horizontal,24/04/2023,09/06/2023,12/05/2023,15/05/2023,to_calculate,NA,1,23.49,20.25,2.18,1.5,4,20.87,19.1,1.77,none,0,0.3,4,4,NA,NA,NA,NA
Halle,Lamium album,21,175,Flower,70,39,7.5,23.5,16.5,1.4,white,Zygomorphic,papilionaceus,Horizontal,24/04/2023,09/06/2023,12/05/2023,15/05/2023,to_calculate,NA,1,22.12,18.83,2.25,1.98,4,21.73,19.6,1.77,none,0,0.1,4,4,NA,NA,NA,NA
Halle,Fragaria vesca,22,140,Flower,15,1,10.65,5.84,0,10.65,white,Actinomorphic,bowl,Upward,16/04/2023,20/05/2023,19/05/2023,21/05/2023,to_calculate,NA,26,2.5,1.9,0.5,0.1,14,2.2,1.25,0.95,none,0,0,26,26,0.6,0.4,https://www.dropbox.com/s/94b7p5j9r7tqj0c/FRVE.JPG?dl=0,NA
Halle,Fragaria vesca,22,NA,Flower,NA,NA,NA,NA,NA,NA,white,Actinomorphic,bowl,Upward,16/04/2023,20/05/2023,19/05/2023,22/05/2023,to_calculate,NA,,,NA,,,,,,,none,NA,NA,NA,NA,NA,NA,NA,NA
Halle,Fragaria vesca,22,NA,Flower,NA,NA,NA,NA,NA,NA,white,Actinomorphic,bowl,Upward,16/04/2023,20/05/2023,20/05/2023,22/05/2023,to_calculate,NA,,,NA,,,,,,,none,NA,NA,NA,NA,NA,NA,NA,NA
Jena,Bergenia purpurascens,23,150,Flower,12,12,15,16,16,4,purple,Actinomorphic,tubular,Horizontal-Downward,12/04/2023,09/05/2023,13/04/2023,27/04/2023,to_calculate,NA,2,11,4,5,2,11,5.5,,,stigma,3.5,1,108,108,0.25,0.2,https://www.dropbox.com/s/z0xvnkdpoqwbfr0/BEPU.JPG?dl=0,NA
Jena,Bergenia purpurascens,23,120,Flower,13,13,15,16,16,3,purple,Actinomorphic,tubular,Horizontal-Downward,12/04/2023,09/05/2023,13/04/2023,27/04/2023,to_calculate,NA,2,11,4,5,1,10,5.5,,,stigma,3.5,1,80,80,NA,NA,NA,NA
Jena,Bergenia purpurascens,23,230,Flower,13,13,20,15,15,3.5,purple,Actinomorphic,tubular,Horizontal-Downward,12/04/2023,09/05/2023,13/04/2023,27/04/2023,to_calculate,NA,2,10,5.5,3.5,1,10,6.5,,,stigma,0.5,0.8,90,90,NA,NA,NA,NA
Halle,Geum rivale,24,380,Flower,2,2,16.13,14.56,14.56,16.13,pale pink,Actinomorphic,tubular-bowl,Downward,14/04/2023,28/05/2023,03/05/2023,11/05/2023,to_calculate,NA,104,7.7,6.4,1.2,0.1,83,7,,,stigma,1,0,104,104,NA,NA,NA,NA
Halle,Geum rivale,24,500,Flower,7,3,12.91,14.73,14.73,12.91,pale pink,Actinomorphic,tubular-bowl,Downward,14/04/2023,28/05/2023,03/05/2023,11/05/2023,to_calculate,NA,112,7.4,6,1.3,0.1,109,6.6,,,stigma,1.8,0,112,112,0.35,0.2,https://www.dropbox.com/s/z1x2852dspv4qwh/GEUM.JPG?dl=0,NA
Halle,Geum rivale,24,520,Flower,6,3,19.89,13.28,13.28,19.89,pale pink,Actinomorphic,tubular-bowl,Downward,14/04/2023,28/05/2023,03/05/2023,11/05/2023,to_calculate,NA,99,7.5,6.9,0.5,0.1,88,8.3,,,stigma,0.3,0,99,99,NA,NA,NA,NA
Leipzig,Dryas octopetala,25,110,Flower,18,1,24.5,12.86,4.5,6.3,white,Actinomorphic,bowl,Upward,27/04/2023,20/05/2023,06/05/2023,10/05/2023,to_calculate,NA,32,7.4,6.2,0.9,0.1,83,4.1,3.7,0.4,stigma,5,0.1,32,32,0.5,0.2,https://www.dropbox.com/s/u1zbhvz4ddi6fr4/DROC.JPG?dl=0,NA
Leipzig,Dryas octopetala,25,NA,Flower,NA,NA,NA,NA,NA,NA,white,Actinomorphic,bowl,Upward,27/04/2023,20/05/2023,06/05/2023,11/05/2023,to_calculate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leipzig,Dryas octopetala,25,NA,Flower,NA,NA,NA,NA,NA,NA,white,Actinomorphic,bowl,Upward,27/04/2023,20/05/2023,06/05/2023,11/05/2023,to_calculate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leipzig,Asarum caudatum,26,180,Flower,1,1,18,16,16,10,dark red,Actinomorphic,tubular-bowl,Horizontal,26/04/2023,NA,06/05/2023,14th ongoing,,NA,1,8.16,1.46,5.37,1.33,6,4,1.6,2.4,anther,0.1,0,60,60,1.2,0.8,https://www.dropbox.com/s/tbktmvzwc02j2nh/ASCA.JPG?dl=0,NA
Leipzig,Asarum caudatum,26,NA,Flower,NA,NA,NA,NA,NA,NA,dark red,Actinomorphic,tubular-bowl,Horizontal,26/04/2023,NA,06/05/2023,14th ongoing,,NA,,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leipzig,Asarum caudatum,26,NA,Flower,NA,NA,NA,NA,NA,NA,dark red,Actinomorphic,tubular-bowl,Horizontal,26/04/2023,NA,06/05/2023,14th ongoing,,NA,,,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jena,Brunnera macrophylla,27,370,Flower,70,35,9.35,1.6,1.6,0.47,blue,Actinomorphic,tubular,Horizontal-Upward,29/03/2023,10/06/2023,04/05/2023,08/05/2023,to_calculate,NA,1,1.3,0.5,0.5,0.3,5,0.7,,,none,0,0,4,4,0.35,0.35,https://www.dropbox.com/s/xcgdejr3thbcav7/BRMC.JPG?dl=0,NA
Jena,Brunnera macrophylla,27,360,Flower,160,40,8.86,2.12,2.12,0.47,blue,Actinomorphic,tubular,Horizontal-Upward,29/03/2023,10/06/2023,04/05/2023,08/05/2023,to_calculate,NA,1,1.5,0.6,0.6,0.3,5,0.6,,,none,0,0,4,4,NA,NA,NA,NA
Jena,Brunnera macrophylla,27,270,Flower,65,65,8.06,2.19,2.19,0.77,blue,Actinomorphic,tubular,Horizontal-Upward,29/03/2023,10/06/2023,04/05/2023,08/05/2023,to_calculate,NA,1,1.5,0.5,0.8,0.2,5,0.5,,,none,0,0,4,4,NA,NA,NA,NA
Jena,Paeonia officinalis,28,710,Flower,23,1,115,45,0,115,purple,Actinomorphic,bowl,Horizontal-Upward,03/05/2023,13/05/2023,04/05/2023,10/05/2023,to_calculate,NA,1,26.6,6.5,17.3,5.35,215,18,14.7,3.3,stigma,6.5,7,66,66,2.81,1.3,https://www.dropbox.com/s/csga6pxnz5tahi8/PAOF.jpeg?dl=0,NA
Jena,Paeonia officinalis,28,NA,Flower,NA,NA,NA,NA,NA,NA,NA,Actinomorphic,bowl,Horizontal-Upward,03/05/2023,13/05/2023,04/05/2023,11/05/2023,to_calculate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jena,Paeonia officinalis,28,NA,Flower,NA,NA,NA,NA,NA,NA,NA,Actinomorphic,bowl,Horizontal-Upward,03/05/2023,13/05/2023,04/05/2023,12/05/2023,to_calculate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leipzig,Menyanthes trifoliata,29,250,Flower,15,15,14.4,10,8,3,white,Actinomorphic,tubular,Horizontal-Upward,26/04/2023,22/05/2023,12/05/2023,14/05/2023,to_calculate,NA,1,15.5,11,3.5,1,5,8.5,7.5,1,stigma,5.3,0.7,17,17,NA,NA,https://www.dropbox.com/s/1yew1m3hcjzhgst/METR.JPG?dl=0,NA
Leipzig,Menyanthes trifoliata,29,235,Flower,25,25,17.2,9,7.5,2.5,white,Actinomorphic,tubular,Horizontal-Upward,26/04/2023,22/05/2023,12/05/2023,14/05/2023,to_calculate,NA,1,15.2,10.2,3.25,1,5,8.9,8.1,0.8,stigma,4.4,0.7,12,12,NA,NA,NA,NA
Leipzig,Menyanthes trifoliata,29,235,Flower,26,26,12.82,9.2,6.95,2,white,Actinomorphic,tubular,Horizontal-Upward,26/04/2023,22/05/2023,12/05/2023,14/05/2023,to_calculate,NA,1,15.07,11.5,4.67,1.1,5,9.6,8.2,1.4,stigma,4.5,0.65,15,15,1.4,1.25,NA,NA
